member_id,first_name,last_name,email,phone,date_of_birth,gender,join_date,membership_type,membership_status,fitness_goal,height_cm,weight_kg,emergency_contact
MEM000160,Nancy,Scott,member160@fitnesshub.com,+1-555-474-3363,1958-01-01,Male,2022-02-03,Senior,Inactive,Athletic Performance,175.0,53.2,+1-555-240-6456
MEM000161,Kimberly,Robinson,member161@fitnesshub.com,+1-555-252-9446,1977-12-27,Male,2024-07-04,Elite,Inactive,General Fitness,158.1,119.3,+1-555-857-5902
MEM000162,Steven,Allen,member162@fitnesshub.com,+1-555-645-9025,1986-12-25,Other,2023-04-30,Senior,Active,Athletic Performance,190.8,75.8,+1-555-789-2795
MEM000163,Karen,Johnson,member163@fitnesshub.com,+1-555-711-8775,1970-12-29,Female,2022-05-03,Senior,Inactive,Muscle Gain,186.1,90.8,+1-555-274-9589
MEM000164,Michelle,Harris,member164@fitnesshub.com,+1-555-251-4968,1961-12-31,Male,2023-07-12,Senior,Active,Muscle Gain,150.9,72.0,+1-555-255-7765
MEM000165,Anthony,Allen,member165@fitnesshub.com,+1-555-893-8726,1994-12-23,Other,2023-11-15,Basic,Active,Health Maintenance,160.4,72.8,+1-555-778-8837
MEM000166,Christopher,Lopez,member166@fitnesshub.com,+1-555-570-9734,1983-12-26,Female,2022-12-12,Senior,Active,General Fitness,180.5,63.5,+1-555-352-5571
MEM000167,Joseph,Martin,member167@fitnesshub.com,+1-555-889-5735,1988-12-24,Other,2023-02-16,Premium,Inactive,General Fitness,174.0,89.2,+1-555-914-5480
MEM000168,Andrew,Wright,member168@fitnesshub.com,+1-555-488-7464,2000-12-21,Female,2021-08-12,Premium,Active,Weight Loss,164.4,100.0,+1-555-454-8247
MEM000169,Deborah,Walker,member169@fitnesshub.com,+1-555-319-4310,1991-12-24,Other,2023-09-05,Elite,Inactive,General Fitness,156.9,93.1,+1-555-700-4920
MEM000170,Brian,King,member170@fitnesshub.com,+1-555-331-4814,2004-12-20,Male,2021-05-11,Basic,Active,General Fitness,185.9,57.0,+1-555-889-3252
MEM000171,David,Clark,member171@fitnesshub.com,+1-555-768-8793,1972-12-28,Female,2020-01-11,Premium,Active,General Fitness,164.3,54.1,+1-555-887-2465
MEM000172,Joseph,Wright,member172@fitnesshub.com,+1-555-856-1611,1971-12-29,Male,2023-08-28,Student,Active,Weight Loss,199.9,77.8,+1-555-607-4052
MEM000173,Charles,Williams,member173@fitnesshub.com,+1-555-109-5888,1953-01-02,Other,2024-03-13,Senior,Active,General Fitness,164.2,119.2,+1-555-656-9590
MEM000174,William,Allen,member174@fitnesshub.com,+1-555-579-5470,1952-01-03,Male,2022-10-08,Basic,Active,Muscle Gain,186.6,95.4,+1-555-835-4050
MEM000175,Nancy,Jackson,member175@fitnesshub.com,+1-555-681-4164,1960-12-31,Male,2020-01-29,Senior,Active,Athletic Performance,175.8,56.1,+1-555-785-2562
MEM000176,Donald,Lee,member176@fitnesshub.com,+1-555-354-1111,1999-12-22,Female,2021-01-13,Student,Active,Athletic Performance,187.7,116.8,+1-555-409-1187
MEM000177,Lisa,Thomas,member177@fitnesshub.com,+1-555-163-2936,1966-12-30,Female,2021-06-19,Elite,Active,Athletic Performance,184.3,114.6,+1-555-820-6095
MEM000178,Kevin,Jackson,member178@fitnesshub.com,+1-555-476-4618,2000-12-21,Male,2023-11-14,Premium,Inactive,Muscle Gain,172.7,119.2,+1-555-482-7813
MEM000179,Donald,Wright,member179@fitnesshub.com,+1-555-921-4578,1972-12-28,Male,2023-12-08,Senior,Active,Health Maintenance,172.3,99.3,+1-555-179-2838
MEM000180,Emily,Allen,member180@fitnesshub.com,+1-555-307-9792,1955-01-02,Male,2020-05-06,Premium,Active,Health Maintenance,172.1,97.6,+1-555-834-9008
MEM000181,Steven,Lewis,member181@fitnesshub.com,+1-555-928-1911,1951-01-03,Female,2020-07-05,Premium,Inactive,Athletic Performance,172.8,54.0,+1-555-573-6049
MEM000182,Betty,Taylor,member182@fitnesshub.com,+1-555-936-1049,2006-12-20,Other,2024-01-21,Premium,Inactive,Weight Loss,152.3,74.1,+1-555-165-9866
MEM000183,Robert,Walker,member183@fitnesshub.com,+1-555-132-5703,1951-01-03,Female,2020-05-03,Premium,Active,Athletic Performance,168.7,112.4,+1-555-559-7184
MEM000184,Amanda,Wright,member184@fitnesshub.com,+1-555-236-6697,2002-12-21,Male,2022-02-08,Premium,Inactive,Athletic Performance,176.4,101.0,+1-555-328-1056
MEM000185,Karen,Robinson,member185@fitnesshub.com,+1-555-789-9920,2006-12-20,Female,2024-03-28,Senior,Active,Muscle Gain,162.4,74.2,+1-555-382-4088
MEM000186,Linda,Williams,member186@fitnesshub.com,+1-555-928-7868,1961-12-31,Other,2024-11-27,Basic,Active,Muscle Gain,153.4,91.6,+1-555-557-1797
MEM000187,John,Sanchez,member187@fitnesshub.com,+1-555-549-4839,1960-12-31,Other,2021-05-16,Premium,Active,Muscle Gain,175.2,70.2,+1-555-935-6224
MEM000188,Amanda,Lee,member188@fitnesshub.com,+1-555-342-5944,1969-12-29,Male,2023-03-28,Senior,Active,Athletic Performance,165.0,54.3,+1-555-705-3869
MEM000189,Margaret,Scott,member189@fitnesshub.com,+1-555-607-1768,1964-12-30,Female,2023-07-06,Student,Inactive,General Fitness,184.8,78.6,+1-555-407-7167
MEM000190,Paul,Walker,member190@fitnesshub.com,+1-555-346-4692,1960-01-01,Female,2021-01-11,Premium,Inactive,Weight Loss,178.1,117.7,+1-555-670-9683
MEM000191,Jessica,Taylor,member191@fitnesshub.com,+1-555-308-6411,1983-12-26,Other,2020-10-01,Basic,Inactive,General Fitness,154.6,100.7,+1-555-295-1844
MEM000192,Amanda,Hill,member192@fitnesshub.com,+1-555-717-1647,1983-12-26,Male,2021-07-03,Premium,Inactive,Health Maintenance,160.9,64.6,+1-555-440-5967
MEM000193,Richard,Davis,member193@fitnesshub.com,+1-555-864-8846,1994-12-23,Male,2020-02-01,Senior,Active,Athletic Performance,195.8,88.6,+1-555-894-5637
MEM000194,Paul,Thompson,member194@fitnesshub.com,+1-555-415-5285,1978-12-27,Female,2022-02-18,Senior,Inactive,Athletic Performance,154.9,118.7,+1-555-580-6246
MEM000195,Christopher,Clark,member195@fitnesshub.com,+1-555-146-4625,1984-12-25,Other,2021-02-20,Premium,Active,General Fitness,177.7,90.9,+1-555-837-7841
MEM000196,Richard,Perez,member196@fitnesshub.com,+1-555-335-7223,1998-12-22,Other,2021-08-27,Premium,Inactive,Health Maintenance,182.7,97.9,+1-555-363-9005
MEM000197,Deborah,Young,member197@fitnesshub.com,+1-555-571-3756,1966-12-30,Other,2024-01-21,Elite,Active,Muscle Gain,186.0,84.2,+1-555-655-1962
MEM000198,Robert,Brown,member198@fitnesshub.com,+1-555-882-1104,2005-12-20,Female,2022-12-09,Premium,Active,Weight Loss,185.4,50.6,+1-555-617-8471
MEM000199,Michelle,Flores,member199@fitnesshub.com,+1-555-594-8993,2004-12-20,Male,2022-02-03,Basic,Inactive,Health Maintenance,170.6,51.2,+1-555-839-5501
MEM000200,Mary,Allen,member200@fitnesshub.com,+1-555-932-8054,1989-12-24,Male,2023-01-02,Basic,Active,Health Maintenance,157.4,63.4,+1-555-639-5135
MEM000201,Sarah,Sanchez,member201@fitnesshub.com,+1-555-180-7112,1985-12-25,Female,2024-07-27,Student,Inactive,Muscle Gain,199.5,65.8,+1-555-800-2320
MEM000202,Carol,Williams,member202@fitnesshub.com,+1-555-195-7640,1954-01-02,Female,2023-08-31,Student,Inactive,Athletic Performance,152.8,50.7,+1-555-275-2354
MEM000203,Margaret,Perez,member203@fitnesshub.com,+1-555-679-2562,1954-01-02,Other,2022-10-20,Basic,Active,Muscle Gain,195.1,98.5,+1-555-680-8790
MEM000204,Robert,Moore,member204@fitnesshub.com,+1-555-656-1539,2005-12-20,Male,2021-07-09,Elite,Active,Muscle Gain,179.4,102.7,+1-555-829-7525
MEM000205,David,Torres,member205@fitnesshub.com,+1-555-346-7375,1988-12-24,Other,2020-06-06,Senior,Active,Athletic Performance,187.8,59.8,+1-555-805-2284
MEM000206,Daniel,Brown,member206@fitnesshub.com,+1-555-200-8161,1960-12-31,Male,2022-10-22,Basic,Active,Health Maintenance,188.5,116.8,+1-555-506-6347
MEM000207,Sarah,Lewis,member207@fitnesshub.com,+1-555-602-4737,1967-12-30,Female,2020-03-01,Senior,Active,Athletic Performance,159.3,91.0,+1-555-489-2404
MEM000208,Charles,Thomas,member208@fitnesshub.com,+1-555-830-2204,1968-12-29,Male,2024-04-30,Elite,Active,Athletic Performance,185.6,94.4,+1-555-857-7383
MEM000209,Michael,Garcia,member209@fitnesshub.com,+1-555-105-6050,1984-12-25,Female,2021-10-10,Elite,Active,Weight Loss,156.6,63.1,+1-555-559-9395
MEM000210,Mary,Garcia,member210@fitnesshub.com,+1-555-462-2524,2001-12-21,Other,2022-04-15,Senior,Active,Athletic Performance,150.6,79.0,+1-555-897-2387
MEM000211,Emily,Thomas,member211@fitnesshub.com,+1-555-685-9537,1951-01-03,Male,2024-01-24,Student,Active,Muscle Gain,163.4,68.8,+1-555-249-2036
MEM000212,Sarah,Clark,member212@fitnesshub.com,+1-555-406-8933,1980-12-26,Male,2020-12-08,Elite,Active,Muscle Gain,186.0,84.7,+1-555-731-4203
MEM000213,William,Martin,member213@fitnesshub.com,+1-555-106-7483,2001-12-21,Female,2022-07-26,Senior,Active,General Fitness,172.0,80.1,+1-555-943-3230
MEM000214,Joshua,Gonzalez,member214@fitnesshub.com,+1-555-590-6147,1987-12-25,Male,2021-09-07,Student,Active,General Fitness,186.7,94.3,+1-555-689-4971
MEM000215,Sarah,Sanchez,member215@fitnesshub.com,+1-555-473-2865,1983-12-26,Other,2021-10-29,Premium,Inactive,Health Maintenance,159.0,103.7,+1-555-127-8563
MEM000216,Mark,Jackson,member216@fitnesshub.com,+1-555-951-2133,1994-12-23,Female,2023-12-21,Student,Active,General Fitness,162.1,96.1,+1-555-832-7932
MEM000217,Robert,Lewis,member217@fitnesshub.com,+1-555-712-8851,1983-12-26,Other,2024-06-04,Student,Inactive,Health Maintenance,196.2,110.9,+1-555-528-9907
MEM000218,Lisa,Wright,member218@fitnesshub.com,+1-555-708-2392,1958-01-01,Male,2020-03-16,Premium,Active,Muscle Gain,182.3,53.1,+1-555-760-7547
MEM000219,Margaret,Miller,member219@fitnesshub.com,+1-555-110-2615,1986-12-25,Female,2024-03-21,Premium,Inactive,Health Maintenance,177.9,98.1,+1-555-326-8303
MEM000220,Sandra,Nguyen,member220@fitnesshub.com,+1-555-807-9199,1982-12-26,Male,2022-02-05,Elite,Active,Athletic Performance,155.2,79.1,+1-555-187-2901
MEM000221,Barbara,Thompson,member221@fitnesshub.com,+1-555-419-6620,1961-12-31,Female,2024-08-29,Premium,Inactive,Athletic Performance,167.4,56.8,+1-555-839-8412
MEM000222,Karen,Williams,member222@fitnesshub.com,+1-555-929-2885,2003-12-21,Male,2021-10-15,Elite,Active,Muscle Gain,196.5,101.8,+1-555-628-3858
MEM000223,Nancy,Scott,member223@fitnesshub.com,+1-555-536-8570,1997-12-22,Male,2023-02-04,Student,Active,Muscle Gain,182.0,80.2,+1-555-129-4232
MEM000224,Margaret,Harris,member224@fitnesshub.com,+1-555-104-4519,1970-12-29,Male,2022-07-09,Elite,Active,Health Maintenance,155.1,111.0,+1-555-291-6993
MEM000225,Sandra,Davis,member225@fitnesshub.com,+1-555-368-9019,1995-12-23,Other,2021-10-29,Elite,Inactive,Athletic Performance,180.6,91.1,+1-555-456-6766
MEM000226,Michelle,Lopez,member226@fitnesshub.com,+1-555-933-5873,1978-12-27,Other,2024-09-27,Senior,Active,Muscle Gain,165.7,66.7,+1-555-219-3999
MEM000227,Barbara,Allen,member227@fitnesshub.com,+1-555-497-7852,1963-12-31,Other,2022-02-03,Premium,Inactive,Athletic Performance,171.2,84.1,+1-555-650-3838
MEM000228,Ashley,Jackson,member228@fitnesshub.com,+1-555-243-4065,1997-12-22,Female,2023-02-10,Student,Inactive,Weight Loss,193.3,116.6,+1-555-596-3236
MEM000229,Matthew,Scott,member229@fitnesshub.com,+1-555-617-9109,1956-01-02,Female,2021-02-03,Student,Active,Athletic Performance,174.4,55.8,+1-555-131-4613
MEM000230,Sarah,Anderson,member230@fitnesshub.com,+1-555-650-5729,2005-12-20,Male,2021-08-21,Student,Inactive,Athletic Performance,177.5,57.9,+1-555-216-5389
MEM000231,Lisa,Wright,member231@fitnesshub.com,+1-555-942-1681,1973-12-28,Other,2024-05-06,Student,Inactive,Muscle Gain,199.5,57.2,+1-555-949-5055
MEM000232,John,Lewis,member232@fitnesshub.com,+1-555-369-6711,1953-01-02,Male,2021-09-01,Student,Active,Muscle Gain,160.5,101.6,+1-555-805-6744
MEM000233,Michelle,Ramirez,member233@fitnesshub.com,+1-555-269-3281,1962-12-31,Male,2024-10-29,Premium,Active,Health Maintenance,167.5,69.7,+1-555-651-3758
MEM000234,Charles,Jackson,member234@fitnesshub.com,+1-555-686-5380,1962-12-31,Other,2021-10-24,Basic,Active,Athletic Performance,195.9,119.5,+1-555-987-3078
MEM000235,William,Thomas,member235@fitnesshub.com,+1-555-249-6277,1953-01-02,Male,2023-12-07,Student,Inactive,Muscle Gain,178.9,68.8,+1-555-524-7146
MEM000236,Kevin,Garcia,member236@fitnesshub.com,+1-555-512-9447,2003-12-21,Other,2022-07-14,Elite,Active,Athletic Performance,197.5,72.9,+1-555-102-2526
MEM000237,Kevin,Thompson,member237@fitnesshub.com,+1-555-970-2037,1978-12-27,Other,2024-02-05,Student,Active,Athletic Performance,191.2,84.6,+1-555-430-5646
MEM000238,Andrew,Rodriguez,member238@fitnesshub.com,+1-555-679-8951,1972-12-28,Female,2021-11-22,Basic,Active,Weight Loss,181.3,108.6,+1-555-116-3035
MEM000239,Mark,Robinson,member239@fitnesshub.com,+1-555-100-8009,1997-12-22,Male,2024-10-22,Premium,Active,Muscle Gain,193.7,111.4,+1-555-195-6905
MEM000240,Lisa,Hernandez,member240@fitnesshub.com,+1-555-153-7493,2002-12-21,Other,2021-05-27,Elite,Active,Athletic Performance,182.8,99.3,+1-555-101-4496
MEM000241,William,Nguyen,member241@fitnesshub.com,+1-555-331-9510,2003-12-21,Other,2022-09-03,Student,Active,Weight Loss,184.8,107.2,+1-555-980-7919
MEM000242,Donald,Jones,member242@fitnesshub.com,+1-555-334-7276,1999-12-22,Male,2023-11-22,Basic,Active,General Fitness,168.4,70.9,+1-555-491-3181
MEM000243,Barbara,Jones,member243@fitnesshub.com,+1-555-643-1138,1964-12-30,Other,2023-08-06,Premium,Inactive,General Fitness,186.1,94.0,+1-555-255-7745
MEM000244,Mark,Wilson,member244@fitnesshub.com,+1-555-188-2646,1964-12-30,Male,2023-06-15,Basic,Inactive,Athletic Performance,167.6,80.1,+1-555-910-3290
MEM000245,Carol,Garcia,member245@fitnesshub.com,+1-555-354-5668,1990-12-24,Other,2021-05-22,Basic,Active,Muscle Gain,175.9,85.7,+1-555-865-7418
MEM000246,Patricia,Thomas,member246@fitnesshub.com,+1-555-606-7322,1966-12-30,Male,2021-08-28,Premium,Inactive,Health Maintenance,153.6,112.2,+1-555-112-6916
MEM000247,Matthew,Torres,member247@fitnesshub.com,+1-555-530-6986,1999-12-22,Other,2021-10-10,Premium,Inactive,Weight Loss,150.8,54.7,+1-555-368-4534
MEM000248,Betty,Allen,member248@fitnesshub.com,+1-555-393-9209,2004-12-20,Female,2020-03-22,Student,Active,Weight Loss,182.0,87.6,+1-555-256-5546
MEM000249,Jennifer,Allen,member249@fitnesshub.com,+1-555-308-3545,1988-12-24,Other,2020-06-20,Elite,Active,Health Maintenance,181.7,108.4,+1-555-797-2083
MEM000250,Margaret,Thomas,member250@fitnesshub.com,+1-555-159-5005,1963-12-31,Male,2021-09-27,Student,Active,Athletic Performance,180.6,53.9,+1-555-782-3877
MEM000251,Melissa,Rodriguez,member251@fitnesshub.com,+1-555-818-1185,2007-12-20,Male,2020-09-01,Student,Active,Health Maintenance,175.9,107.6,+1-555-365-3735
MEM000252,Deborah,Moore,member252@fitnesshub.com,+1-555-850-2934,1999-12-22,Male,2022-01-31,Elite,Active,General Fitness,176.2,68.4,+1-555-690-2262
MEM000253,Steven,White,member253@fitnesshub.com,+1-555-156-9185,1978-12-27,Other,2022-10-13,Premium,Active,Muscle Gain,162.8,57.2,+1-555-687-2889
MEM000254,Steven,Smith,member254@fitnesshub.com,+1-555-145-1201,1960-12-31,Male,2021-04-12,Basic,Inactive,General Fitness,169.1,60.5,+1-555-978-1579
MEM000255,Melissa,Clark,member255@fitnesshub.com,+1-555-329-6272,1957-01-01,Male,2023-02-06,Student,Active,General Fitness,191.3,90.0,+1-555-222-9225
MEM000256,Patricia,Lopez,member256@fitnesshub.com,+1-555-328-9450,1951-01-03,Male,2023-10-10,Student,Active,Athletic Performance,193.3,104.1,+1-555-418-6362
MEM000257,Sandra,Smith,member257@fitnesshub.com,+1-555-477-4287,1972-12-28,Female,2020-06-25,Senior,Active,Health Maintenance,162.1,75.8,+1-555-605-4201
MEM000258,Paul,Thomas,member258@fitnesshub.com,+1-555-254-1104,1951-01-03,Female,2024-02-09,Basic,Active,Health Maintenance,167.3,108.8,+1-555-998-1157
MEM000259,Brian,Harris,member259@fitnesshub.com,+1-555-969-6038,2007-12-20,Male,2021-11-17,Premium,Inactive,Muscle Gain,171.0,117.3,+1-555-245-5584
MEM000260,Joseph,King,member260@fitnesshub.com,+1-555-522-7102,2005-12-20,Female,2020-07-09,Basic,Inactive,Weight Loss,175.3,94.6,+1-555-503-2226
MEM000261,Patricia,Ramirez,member261@fitnesshub.com,+1-555-778-3141,1971-12-29,Male,2023-04-27,Elite,Active,General Fitness,196.3,77.5,+1-555-951-6345
MEM000262,Sarah,Anderson,member262@fitnesshub.com,+1-555-176-4321,1979-12-27,Male,2021-10-13,Senior,Active,Muscle Gain,155.3,81.5,+1-555-421-7660
MEM000263,Daniel,Wilson,member263@fitnesshub.com,+1-555-562-6051,1973-12-28,Female,2020-09-04,Elite,Active,Weight Loss,157.9,98.0,+1-555-946-1660
MEM000264,Christopher,Martinez,member264@fitnesshub.com,+1-555-193-5066,1955-01-02,Female,2021-03-16,Student,Inactive,Weight Loss,183.9,68.2,+1-555-278-1509
MEM000265,Mark,Scott,member265@fitnesshub.com,+1-555-866-5093,1954-01-02,Male,2022-04-08,Student,Active,Muscle Gain,156.1,54.3,+1-555-899-4641
MEM000266,Betty,White,member266@fitnesshub.com,+1-555-802-2376,1995-12-23,Other,2020-09-24,Senior,Active,Weight Loss,151.1,54.5,+1-555-761-8265
MEM000267,Jennifer,Perez,member267@fitnesshub.com,+1-555-225-1699,1999-12-22,Female,2024-07-15,Basic,Active,Health Maintenance,171.7,100.7,+1-555-608-1483
MEM000268,Margaret,Lopez,member268@fitnesshub.com,+1-555-462-4517,1964-12-30,Male,2022-02-22,Elite,Active,Athletic Performance,194.2,52.4,+1-555-734-5026
MEM000269,Ashley,Clark,member269@fitnesshub.com,+1-555-663-8848,1989-12-24,Male,2023-08-18,Basic,Active,Athletic Performance,156.9,64.0,+1-555-916-9614
MEM000270,Paul,Johnson,member270@fitnesshub.com,+1-555-491-6883,1967-12-30,Female,2021-05-25,Senior,Inactive,General Fitness,195.6,85.2,+1-555-497-5430
MEM000271,Christopher,Hill,member271@fitnesshub.com,+1-555-324-1480,2006-12-20,Female,2021-01-03,Basic,Inactive,Health Maintenance,167.9,90.9,+1-555-338-3615
MEM000272,Brian,Thomas,member272@fitnesshub.com,+1-555-372-9743,1992-12-23,Other,2020-07-24,Basic,Active,Health Maintenance,192.3,105.8,+1-555-463-3846
MEM000273,Donna,Lee,member273@fitnesshub.com,+1-555-925-6878,1992-12-23,Other,2020-12-26,Basic,Active,Health Maintenance,178.2,89.4,+1-555-292-9064
MEM000274,Elizabeth,Young,member274@fitnesshub.com,+1-555-138-2478,1988-12-24,Male,2023-01-15,Premium,Inactive,Muscle Gain,151.0,83.5,+1-555-439-4300
MEM000275,Nancy,Lopez,member275@fitnesshub.com,+1-555-921-6301,1999-12-22,Male,2024-07-09,Basic,Active,Health Maintenance,185.2,59.9,+1-555-213-9622
MEM000276,Robert,White,member276@fitnesshub.com,+1-555-821-7481,1984-12-25,Other,2024-10-28,Basic,Active,General Fitness,166.1,118.3,+1-555-849-8157
MEM000277,Ashley,Lee,member277@fitnesshub.com,+1-555-278-6846,1967-12-30,Male,2024-06-09,Senior,Active,Athletic Performance,165.3,98.2,+1-555-230-3911
MEM000278,George,Torres,member278@fitnesshub.com,+1-555-500-1530,2007-12-20,Male,2024-02-01,Senior,Active,Health Maintenance,161.0,89.6,+1-555-608-3304
MEM000279,Robert,Thomas,member279@fitnesshub.com,+1-555-455-6234,1960-12-31,Male,2021-11-09,Basic,Active,Athletic Performance,150.6,64.7,+1-555-809-2110
MEM000280,Michael,Smith,member280@fitnesshub.com,+1-555-149-7323,1991-12-24,Female,2021-12-18,Student,Active,Athletic Performance,174.7,76.5,+1-555-659-7149
MEM000281,Donald,Torres,member281@fitnesshub.com,+1-555-766-4695,1955-01-02,Male,2020-07-26,Student,Active,Weight Loss,164.7,72.3,+1-555-207-2215
MEM000282,Matthew,Hernandez,member282@fitnesshub.com,+1-555-849-2228,1997-12-22,Other,2021-12-01,Basic,Active,Health Maintenance,199.3,112.5,+1-555-821-1507
MEM000283,David,Hill,member283@fitnesshub.com,+1-555-544-3573,1966-12-30,Male,2022-06-02,Basic,Active,Muscle Gain,198.7,78.6,+1-555-667-9849
MEM000284,Charles,Martin,member284@fitnesshub.com,+1-555-343-2571,1965-12-30,Male,2021-06-27,Student,Inactive,Health Maintenance,192.0,60.8,+1-555-469-1062
MEM000285,Charles,Hill,member285@fitnesshub.com,+1-555-591-4271,2002-12-21,Male,2022-05-25,Basic,Active,Muscle Gain,181.9,118.4,+1-555-584-2892
MEM000286,Betty,Walker,member286@fitnesshub.com,+1-555-600-5341,1958-01-01,Male,2021-09-23,Senior,Active,Muscle Gain,168.6,76.7,+1-555-291-8303
MEM000287,Mark,Robinson,member287@fitnesshub.com,+1-555-369-4706,1991-12-24,Female,2020-04-01,Senior,Active,Muscle Gain,187.6,96.7,+1-555-187-6632
MEM000288,Anthony,Nguyen,member288@fitnesshub.com,+1-555-332-1999,1973-12-28,Female,2024-07-13,Senior,Active,Health Maintenance,184.4,115.5,+1-555-686-4860
MEM000289,Jennifer,Sanchez,member289@fitnesshub.com,+1-555-974-1568,1988-12-24,Other,2022-09-02,Senior,Inactive,Health Maintenance,183.9,93.4,+1-555-223-8357
MEM000290,Susan,Gonzalez,member290@fitnesshub.com,+1-555-229-1699,1997-12-22,Female,2020-12-20,Basic,Active,Muscle Gain,199.9,93.9,+1-555-954-5225
MEM000291,Robert,Garcia,member291@fitnesshub.com,+1-555-497-7510,1961-12-31,Other,2021-10-16,Elite,Active,Health Maintenance,172.9,111.1,+1-555-905-9561
MEM000292,Linda,Clark,member292@fitnesshub.com,+1-555-253-3428,1981-12-26,Other,2024-05-19,Senior,Inactive,Weight Loss,196.2,89.4,+1-555-203-5687
MEM000293,Daniel,Clark,member293@fitnesshub.com,+1-555-370-7275,1973-12-28,Other,2024-11-11,Student,Inactive,Health Maintenance,173.7,62.1,+1-555-512-3356
MEM000294,Amanda,Sanchez,member294@fitnesshub.com,+1-555-139-7484,1969-12-29,Female,2023-06-20,Premium,Active,Athletic Performance,196.0,112.8,+1-555-120-6535
MEM000295,Karen,Martin,member295@fitnesshub.com,+1-555-387-9054,1958-01-01,Other,2024-08-01,Basic,Active,Muscle Gain,165.0,102.1,+1-555-892-6257
MEM000296,Anthony,Hill,member296@fitnesshub.com,+1-555-761-2462,1961-12-31,Male,2021-07-05,Student,Active,Athletic Performance,187.0,103.2,+1-555-988-7126
MEM000297,Steven,Hernandez,member297@fitnesshub.com,+1-555-167-6097,2004-12-20,Other,2024-08-08,Senior,Active,Muscle Gain,189.0,86.7,+1-555-682-1474
